Group ID,Family,Channel,Product,Normalized Specification,Dosage Form,Current Retail Price,Price Display,Planned Catalog Status,Recommended Action,Selected Supplier,Quality / Regulatory Notes
GRP-0286,Research Peptides & Materials,RUO Research,Epithalon,EPITHALON 50 mg,Lyophilized Vial,112.5,$112.50,Alternate strength / format,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0287,Research Peptides & Materials,RUO Research,GHK-Cu,GHK-Cu 100 mg,Lyophilized Vial,42,$42.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0288,Research Peptides & Materials,RUO Research,GHK-Cu,GHK-Cu 50 mg,Lyophilized Vial,49,$49.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0289,Research Peptides & Materials,RUO Research,GHK-Cu + Epithalon,GHK-Cu 50 mg + EPITHALON 10 mg,Lyophilized Vial,207.5,$207.50,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0290,Research Peptides & Materials,RUO Research,GHRP-2,GHRP-2 10 mg,Lyophilized Vial,162.5,$162.50,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0291,Research Peptides & Materials,RUO Research,GHRP-2,GHRP-2 5 mg,Lyophilized Vial,65,$65.00,New supplier-only item,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0292,Research Peptides & Materials,RUO Research,GHRP-6,GHRP-6 10 mg,Lyophilized Vial,162.5,$162.50,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0293,Research Peptides & Materials,RUO Research,GHRP-6,GHRP-6 5 mg,Lyophilized Vial,65,$65.00,New supplier-only item,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0294,Research Peptides & Materials,RUO Research,GLOW (BPC-157 + TB-500 + GHK-Cu),BPC-157 10 mg + TB-500 10 mg + GHK-Cu 50 mg,Lyophilized Vial,139,$139.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0295,Research Peptides & Materials,RUO Research,Glutathione,GLUTATHIONE 1500 mg,Lyophilized Vial,168.75,$168.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0296,Research Peptides & Materials,RUO Research,Glutathione,GLUTATHIONE 500 mg,Lyophilized Vial,44.75,$44.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0297,Research Peptides & Materials,RUO Research,Gonadorelin,GONADORELIN 5 mg,Lyophilized Vial,100,$100.00,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0298,Research Peptides & Materials,RUO Research,HCG,"HCG 10,000 IU",Lyophilized Vial,212.5,$212.50,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0299,Research Peptides & Materials,RUO Research,HCG,HCG 5000 IU,Lyophilized Vial,112.5,$112.50,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0300,Research Peptides & Materials,RUO Research,Hexarelin,HEXARELIN 10 mg,Lyophilized Vial,84,$84.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0301,Research Peptides & Materials,RUO Research,IGF-1 Lr3,IGF-1 LR3 1 mg,Lyophilized Vial,142.5,$142.50,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0302,Research Peptides & Materials,RUO Research,Ipamorelin,IPAMORELIN 10 mg,Lyophilized Vial,59,$59.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0303,Research Peptides & Materials,RUO Research,Ipamorelin,IPAMORELIN 5 mg,Lyophilized Vial,153.125,$153.12,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0305,Research Peptides & Materials,RUO Research,KLOW (BPC-157 + TB-500 + GHK-Cu + KPV),BPC-157 10 mg + TB-500 10 mg + GHK-Cu 50 mg + KPV 10 mg,Lyophilized Vial,139,$139.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0304,Research Peptides & Materials,RUO Research,KLOW (BPC-157 + TB-500 + GHK-Cu + KPV),BPC-157 5 mg + TB-500 5 mg + GHK-Cu 10 mg + KPV 5 mg,Lyophilized Vial,335,$335.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval. Confirm the supplier's legal company name and full commercial terms.",Top Peptides Quote (supplier name pending),✅ All components Cat 1
GRP-0306,Research Peptides & Materials,RUO Research,KPV,KPV 10 mg,Lyophilized Vial,49,$49.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0307,Research Peptides & Materials,RUO Research,KPV,KPV 5 mg,Lyophilized Vial,112.5,$112.50,Alternate strength / format,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0308,Research Peptides & Materials,RUO Research,Kisspeptin,KISSPEPTIN 10 mg,Lyophilized Vial,65,$65.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0309,Research Peptides & Materials,RUO Research,Kisspeptin,KISSPEPTIN 5 mg,Lyophilized Vial,112.5,$112.50,Price / clarification required,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0310,Research Peptides & Materials,RUO Research,Liraglutide,LIRAGLUTIDE 10 mg,Lyophilized Vial,181.25,$181.25,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0311,Research Peptides & Materials,RUO Research,Liraglutide,LIRAGLUTIDE 20 mg,Lyophilized Vial,218.75,$218.75,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0312,Research Peptides & Materials,RUO Research,Ll-37 (Cap-18),LL-37 CAP-18 5 mg,Lyophilized Vial,125,$125.00,Alternate strength / format,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0313,Research Peptides & Materials,RUO Research,MOTS-C,MOTS-C 10 mg,Lyophilized Vial,49,$49.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
